nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Davis,Mark,26,163.8,82.9,F,non,master,Occitanie,oui,oui,1559,,,0.14,2020-12-10,,441.89,
Perry,Felicia,58,168.1,68.4,H,non,doctorat,Bretagne,non,non,2355,veuf,4.0,0.25,2023-02-08,,10000.0,
Matthews,Tara,72,184.6,58.6,F,oui,master,Normandie,non,oui,1141,divorcé,,0.01,2022-05-19,404.0,,
Miller,Shane,45,188.9,69.6,H,non,master,Corse,non,oui,3458,célibataire,4.0,0.71,2022-11-26,602.0,,
Adams,Brandon,38,159.1,55.4,H,oui,bac,Auvergne-Rhône-Alpes,non,oui,1894,célibataire,,0.89,2024-10-12,437.0,696.29,40000.0
Andrade,Nancy,23,182.9,75.6,H,oui,bac,Île-de-France,oui,oui,4158,,5.0,0.43,2021-10-02,,10000.0,
Miller,Crystal,45,164.1,46.9,H,non,aucun,Normandie,oui,non,2195,marié,,0.42,2022-08-25,835.0,10000.0,40000.0
Robinson,Roger,39,178.6,53.2,F,non,doctorat,Occitanie,non,oui,2461,divorcé,,0.88,2020-10-12,562.0,,
Buck,Tyler,18,169.0,88.3,F,oui,aucun,Bretagne,oui,non,2692,veuf,1.0,0.53,2023-05-09,,5000.0,
Gonzalez,Samantha,33,176.9,48.6,F,non,doctorat,Hauts-de-France,oui,oui,2046,veuf,,0.3,2022-03-26,,383.91,
Kemp,Courtney,35,171.9,73.2,F,oui,aucun,Normandie,oui,non,3419,célibataire,1.0,0.73,2020-12-21,,834.41,
Wheeler,James,25,182.7,83.5,H,oui,bac,Corse,oui,oui,1553,marié,,0.49,2020-08-08,,,
Stewart,Kenneth,65,181.2,50.9,F,non,aucun,Corse,non,oui,4686,célibataire,,0.3,2020-12-23,,,
Serrano,Rhonda,63,171.5,59.8,H,oui,doctorat,Normandie,oui,non,1924,,,0.82,2020-05-05,,10000.0,
Rivera,Joshua,46,172.3,43.8,F,oui,aucun,Bretagne,non,non,2624,célibataire,,0.12,2020-04-16,525.0,906.94,40000.0
Herring,Karen,35,177.4,74.0,F,non,bac,Hauts-de-France,non,non,1821,marié,3.0,0.67,2024-04-04,662.0,,
Lambert,Nicholas,18,163.5,68.2,F,oui,doctorat,Hauts-de-France,oui,oui,3680,célibataire,1.0,0.13,2023-11-25,453.0,10000.0,40000.0
Bauer,Samuel,36,185.3,69.9,H,non,doctorat,Corse,oui,non,2536,marié,,0.4,2020-08-27,849.0,418.51,40000.0
Chung,Christopher,43,165.2,59.3,F,non,bac+2,Île-de-France,non,non,4481,célibataire,,0.59,2020-03-24,,,
Lang,Scott,35,191.3,59.0,H,non,bac+2,Île-de-France,oui,oui,1038,célibataire,1.0,0.13,2022-10-08,,10000.0,
Williams,Jenna,64,182.6,72.7,F,non,bac,Corse,non,oui,2869,célibataire,2.0,0.83,2022-11-28,,10000.0,
Matthews,Anthony,41,170.9,57.4,H,non,bac,Corse,non,oui,2618,,4.0,0.33,2020-03-14,689.0,10000.0,40000.0
Ayala,Ronnie,63,152.9,65.0,F,oui,bac+2,Île-de-France,non,oui,3551,veuf,,0.09,2024-04-12,392.0,10000.0,40000.0
Smith,Crystal,43,170.9,74.9,F,oui,aucun,Auvergne-Rhône-Alpes,non,non,566,veuf,4.0,0.11,2023-12-19,,5000.0,
Clark,Samantha,33,156.4,26.6,H,oui,aucun,Bretagne,non,oui,2551,,,0.41,2024-12-03,608.0,10000.0,40000.0
Alvarez,Julie,40,164.6,80.5,H,oui,master,Bretagne,oui,oui,1878,marié,,0.54,2025-03-02,,293.71,
Wilkins,Colleen,35,175.3,63.9,F,oui,doctorat,Normandie,oui,oui,4376,divorcé,1.0,0.07,2022-09-15,815.0,154.66,40000.0
Williams,Danielle,59,182.0,80.4,H,oui,aucun,Occitanie,non,non,2365,marié,2.0,0.15,2021-01-21,778.0,,
Williams,Julie,62,160.1,66.5,F,oui,bac,Auvergne-Rhône-Alpes,non,oui,1879,marié,0.0,0.76,2021-07-15,626.0,5000.0,40000.0
Scott,Danielle,45,161.6,66.4,F,non,aucun,Occitanie,oui,oui,2595,marié,,0.97,2021-11-05,748.0,10000.0,40000.0
Hall,George,62,183.6,52.7,F,non,aucun,Île-de-France,non,oui,3998,marié,,0.62,2022-10-22,774.0,,
Hodges,Steven,32,164.7,63.3,H,non,doctorat,Bretagne,non,non,500,veuf,4.0,0.24,2021-05-03,,921.53,
Sloan,Daniel,57,155.3,65.4,H,non,bac+2,Corse,oui,non,2572,célibataire,,0.02,2023-01-30,401.0,,
Day,Lori,64,182.0,63.4,F,oui,bac+2,Hauts-de-France,oui,non,3465,veuf,,0.44,2020-09-24,,,
Bentley,Debra,70,167.9,72.5,F,oui,bac,Île-de-France,oui,oui,1384,veuf,4.0,0.59,2022-12-07,,,
Banks,Jacob,63,177.4,93.9,H,oui,bac,Île-de-France,non,non,3467,marié,3.0,0.34,2023-10-11,,,
Brooks,Eric,39,152.6,59.2,H,non,master,Normandie,oui,non,1355,,,0.08,2020-06-19,,10000.0,
Oconnor,Sandra,22,165.1,94.0,F,non,aucun,Normandie,non,oui,2731,veuf,2.0,0.28,2023-05-09,,5000.0,
Harris,Kristen,33,174.3,71.3,H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,2701,,,0.07,2022-09-01,,10000.0,
Collins,Adrienne,35,144.6,65.3,H,non,doctorat,Corse,oui,oui,500,marié,,0.78,2022-01-17,,943.9,
Miller,Vicki,75,164.6,77.4,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,4634,célibataire,2.0,0.91,2024-09-23,533.0,,
Lambert,Nicole,66,162.9,105.0,F,non,master,Île-de-France,oui,oui,1851,veuf,,0.11,2020-11-26,,5000.0,
Evans,Jonathan,51,184.0,84.8,F,non,bac,Normandie,non,non,2114,veuf,1.0,0.11,2022-06-26,,5000.0,
King,Karen,44,175.3,67.0,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2643,veuf,,0.2,2022-03-18,624.0,1600.26,40000.0
Sellers,Chase,34,160.6,61.8,H,oui,master,Île-de-France,oui,oui,3598,célibataire,,0.86,2023-04-24,392.0,5000.0,40000.0
Boyd,Ruth,46,177.3,75.3,H,non,aucun,Occitanie,oui,oui,2450,divorcé,,0.54,2024-10-26,795.0,10000.0,40000.0
Hernandez,Kimberly,20,181.9,62.4,H,oui,bac+2,Île-de-France,oui,non,3181,célibataire,,0.08,2023-09-24,634.0,10000.0,40000.0
Gonzales,Stephen,50,166.2,82.2,H,oui,aucun,Normandie,oui,oui,1807,,2.0,0.15,2024-09-02,670.0,,
Nolan,Jeffrey,33,182.3,74.0,F,non,doctorat,Hauts-de-France,non,oui,3238,marié,,0.91,2025-02-10,591.0,,
Irwin,Ryan,19,174.7,75.7,F,oui,aucun,Auvergne-Rhône-Alpes,oui,non,1615,,3.0,0.27,2020-07-20,489.0,5000.0,40000.0
Douglas,Kathleen,27,167.4,87.6,F,oui,bac+2,Occitanie,oui,oui,1844,veuf,,0.69,2021-09-05,347.0,,
Mitchell,Christina,48,178.8,68.6,F,non,bac,Hauts-de-France,non,oui,1877,divorcé,,0.83,2024-09-27,358.0,,
Smith,Matthew,35,175.7,59.4,F,non,aucun,Corse,oui,oui,2619,célibataire,3.0,0.75,2023-10-10,343.0,5000.0,40000.0
Cox,Mark,69,158.6,75.7,F,oui,doctorat,Île-de-France,non,non,1932,célibataire,5.0,0.5,2020-04-09,,,
Hill,James,49,159.1,73.8,F,non,doctorat,Bretagne,non,non,500,veuf,4.0,0.74,2023-11-17,499.0,927.75,40000.0
Anderson,Misty,65,184.1,44.3,H,non,master,Île-de-France,non,oui,2447,,4.0,0.47,2023-03-15,414.0,,
George,Craig,46,154.3,41.0,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,1752,divorcé,,0.93,2020-10-28,588.0,5000.0,40000.0
Cobb,Sarah,45,184.7,96.7,F,non,bac+2,Normandie,oui,non,3873,veuf,,0.17,2023-01-19,,,
Spencer,Peter,55,173.5,80.4,H,oui,master,Auvergne-Rhône-Alpes,non,oui,2706,,1.0,0.06,2025-05-24,,5000.0,
Fritz,Brittany,57,174.8,95.6,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,1053,divorcé,3.0,0.07,2021-12-11,,766.95,
Bell,Larry,75,169.5,54.1,H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,2770,divorcé,3.0,0.72,2021-03-23,818.0,879.64,40000.0
Maldonado,Jamie,25,168.6,60.7,H,oui,doctorat,Bretagne,oui,non,2286,,1.0,0.88,2022-04-18,453.0,559.33,40000.0
Hill,Richard,49,181.8,23.1,H,non,bac,Île-de-France,non,non,2281,divorcé,,0.09,2020-05-18,647.0,5000.0,40000.0
Powers,Mark,72,158.4,50.7,F,non,doctorat,Normandie,oui,non,500,marié,,0.68,2021-09-18,629.0,,
Castillo,Phillip,19,175.7,75.3,H,non,master,Hauts-de-France,non,non,3120,marié,,0.48,2023-02-24,779.0,10000.0,40000.0
Smith,Jessica,74,163.1,73.3,F,non,master,Provence-Alpes-Côte d’Azur,oui,non,2959,célibataire,,0.67,2021-02-09,,503.01,
Carter,John,55,173.3,71.4,F,non,aucun,Hauts-de-France,non,oui,3140,,,0.7,2021-08-03,476.0,270.85,40000.0
Stanley,Karen,49,167.8,84.4,F,oui,doctorat,Hauts-de-France,oui,oui,2285,divorcé,,0.15,2021-02-19,765.0,5000.0,40000.0
Yu,Erin,62,178.9,66.0,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,500,célibataire,1.0,0.52,2025-04-29,,10000.0,
Horton,Sherry,31,167.1,69.6,H,non,aucun,Auvergne-Rhône-Alpes,oui,non,2124,veuf,2.0,0.15,2025-02-03,572.0,909.2,40000.0
Smith,William,21,175.8,82.8,F,oui,master,Île-de-France,oui,oui,1495,marié,3.0,0.44,2025-03-21,,,
Smith,Timothy,69,194.8,44.1,H,oui,bac,Auvergne-Rhône-Alpes,non,oui,2585,marié,,0.18,2023-07-22,,,
Bailey,Derek,31,165.5,71.6,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,2154,célibataire,,0.41,2021-12-24,,1638.76,
Vazquez,Louis,73,173.6,62.1,H,oui,bac,Normandie,oui,non,1626,divorcé,,0.02,2021-10-11,599.0,5000.0,40000.0
White,Timothy,46,170.4,62.7,H,oui,master,Provence-Alpes-Côte d’Azur,oui,non,2994,,,0.96,2023-11-24,686.0,1168.43,40000.0
Chen,John,32,157.0,76.0,F,oui,doctorat,Hauts-de-France,non,non,542,marié,5.0,0.7,2021-02-14,561.0,1249.43,40000.0
Velazquez,Robert,35,168.2,75.9,H,oui,bac,Occitanie,non,oui,1958,célibataire,2.0,0.59,2022-01-19,788.0,460.95,40000.0
Williams,Susan,59,177.4,67.0,F,oui,doctorat,Occitanie,oui,oui,2194,marié,,0.38,2024-04-18,,894.71,
Anderson,Brittany,30,173.9,73.8,H,non,master,Occitanie,oui,non,2510,divorcé,,0.83,2021-07-11,,5000.0,
Willis,Anthony,38,176.5,84.5,H,non,aucun,Normandie,non,oui,2928,marié,,0.01,2021-06-15,678.0,10000.0,40000.0
Smith,Matthew,32,166.0,79.5,H,non,master,Hauts-de-France,non,oui,2924,célibataire,,0.48,2024-04-16,818.0,10000.0,40000.0
Gillespie,Paul,55,176.8,66.6,H,oui,master,Auvergne-Rhône-Alpes,non,oui,2494,veuf,4.0,0.98,2024-07-09,711.0,713.8,40000.0
Herrera,Karen,48,159.3,49.9,H,oui,aucun,Normandie,non,oui,2888,divorcé,1.0,0.33,2020-02-22,823.0,559.53,40000.0
White,Renee,72,171.5,69.2,H,non,aucun,Auvergne-Rhône-Alpes,non,non,2896,marié,,0.73,2021-07-02,310.0,5000.0,40000.0
Miller,Austin,59,175.8,66.8,F,non,master,Corse,non,non,3875,divorcé,5.0,0.59,2023-01-07,,794.02,
Roberts,William,59,188.0,43.9,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,3123,célibataire,,0.63,2020-07-13,765.0,10000.0,40000.0
Jenkins,Denise,75,177.6,80.4,F,oui,aucun,Hauts-de-France,oui,oui,2039,divorcé,4.0,0.35,2022-02-26,694.0,883.5,40000.0
Perez,Veronica,73,177.2,72.3,F,non,aucun,Corse,non,non,1780,célibataire,,0.17,2024-09-01,648.0,5000.0,40000.0
Lindsey,Sarah,41,159.4,101.9,H,non,doctorat,Hauts-de-France,non,non,3832,marié,5.0,0.56,2022-05-18,,10000.0,
Coffey,Danielle,58,169.1,48.8,F,non,bac,Auvergne-Rhône-Alpes,non,oui,2263,veuf,,0.36,2021-09-01,,484.13,
Hale,Jenny,46,165.9,66.9,F,oui,doctorat,Bretagne,non,oui,3963,,,0.57,2025-02-03,,10000.0,
Lee,Danielle,33,174.5,81.9,H,non,doctorat,Bretagne,non,non,2232,divorcé,5.0,0.7,2022-01-27,,,
Jones,Alicia,46,165.0,48.1,F,oui,master,Normandie,non,oui,3238,,3.0,0.91,2020-08-24,,,
Frost,Jeffrey,62,165.7,91.4,F,non,doctorat,Auvergne-Rhône-Alpes,non,non,2502,veuf,,0.48,2025-02-20,,5000.0,
Friedman,Kathleen,72,165.4,75.2,F,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,2211,veuf,0.0,0.53,2021-01-10,,,
Sanchez,Timothy,54,181.8,57.8,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,3412,,,0.23,2023-04-20,,5000.0,
Le,Shawn,60,172.7,78.4,H,non,bac,Hauts-de-France,oui,oui,1445,célibataire,4.0,0.62,2022-03-21,683.0,10000.0,40000.0
Nelson,Mary,34,167.9,69.7,H,oui,doctorat,Occitanie,oui,oui,1842,,,0.96,2020-02-13,698.0,10000.0,40000.0
Murphy,Carl,67,174.5,76.7,H,non,bac+2,Bretagne,oui,oui,1680,,,0.83,2024-02-13,,5000.0,
Rodriguez,Daniel,21,164.7,56.0,H,oui,master,Hauts-de-France,non,oui,1376,veuf,,0.76,2024-05-10,746.0,10000.0,40000.0
Fisher,Jeffery,63,158.1,92.9,F,oui,bac,Corse,non,non,1925,célibataire,4.0,0.67,2022-05-25,563.0,5000.0,40000.0
Koch,Brandy,38,166.1,38.5,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,1573,célibataire,4.0,0.52,2020-12-03,683.0,5000.0,40000.0
Park,Sheila,28,165.1,63.2,F,oui,bac+2,Bretagne,oui,oui,500,veuf,1.0,0.82,2023-06-20,419.0,5000.0,40000.0
Carter,Kyle,31,161.8,58.9,F,oui,bac,Île-de-France,oui,oui,1859,divorcé,,0.84,2023-02-09,,10000.0,
Davis,Jon,67,169.6,28.9,H,oui,bac+2,Hauts-de-France,non,non,500,divorcé,0.0,0.79,2024-06-19,,,
Wilson,Tiffany,60,163.6,76.8,F,non,doctorat,Bretagne,oui,oui,2645,,,0.79,2021-05-11,,10000.0,
Rose,Timothy,42,175.4,76.8,F,oui,aucun,Normandie,oui,oui,3458,divorcé,,0.88,2020-10-12,351.0,5000.0,40000.0
Robertson,James,71,160.5,50.6,H,oui,aucun,Normandie,oui,oui,5785,,3.0,0.72,2024-04-30,,519.7,
Sawyer,Shawn,67,182.4,63.1,H,oui,bac+2,Bretagne,non,non,1546,divorcé,3.0,0.08,2024-05-13,,10000.0,
Santos,Elizabeth,23,164.5,56.1,H,oui,aucun,Auvergne-Rhône-Alpes,non,non,1686,divorcé,,0.3,2022-05-23,,10000.0,
Ford,Alexander,18,169.1,65.9,H,oui,master,Corse,non,oui,2218,veuf,5.0,0.25,2023-04-18,,,
Michael,Alexander,59,165.2,62.3,H,non,bac,Bretagne,non,oui,3703,marié,5.0,0.19,2023-06-13,,10000.0,
Potts,Miranda,60,188.1,68.4,F,oui,doctorat,Occitanie,non,non,4140,marié,,0.81,2021-02-27,,5000.0,
Thompson,Matthew,63,162.1,73.5,F,oui,bac,Hauts-de-France,oui,oui,3130,veuf,3.0,1.0,2021-04-06,,10000.0,
Grant,Regina,70,173.0,65.6,F,oui,doctorat,Occitanie,oui,oui,3748,veuf,2.0,0.52,2021-02-14,382.0,5000.0,40000.0
Reid,Crystal,36,170.4,59.3,H,oui,bac+2,Corse,oui,oui,2163,,,0.62,2025-05-02,,5000.0,
Taylor,James,53,180.3,55.6,H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,4724,marié,2.0,0.82,2023-03-17,552.0,5000.0,40000.0
Olson,Stephanie,29,194.4,51.4,F,non,master,Île-de-France,non,oui,500,célibataire,,0.06,2023-03-06,782.0,445.45,40000.0
Elliott,Kimberly,43,178.4,84.8,F,non,bac+2,Hauts-de-France,non,non,2746,veuf,,0.64,2022-01-08,547.0,5000.0,40000.0
Murray,Steven,75,172.5,78.7,H,non,aucun,Corse,non,non,4590,veuf,,0.41,2020-12-30,,1013.75,
Martinez,Shannon,25,164.2,95.3,F,non,master,Normandie,oui,non,2077,,3.0,0.63,2022-06-17,,5000.0,
Kelly,Harry,71,165.9,53.1,H,oui,aucun,Occitanie,non,non,2364,célibataire,,0.11,2021-02-06,,647.47,
Henry,Alicia,36,181.4,84.2,H,oui,master,Occitanie,non,oui,2760,veuf,,0.91,2021-01-18,649.0,,
Fuller,Ariana,75,178.8,85.2,F,non,bac,Corse,oui,non,2004,divorcé,,0.37,2021-04-07,,749.37,
Reeves,Brandi,67,162.6,64.2,F,oui,bac,Corse,non,oui,1109,marié,,0.27,2022-09-13,717.0,1233.95,40000.0
Fields,Matthew,44,172.2,80.5,F,non,bac+2,Île-de-France,oui,oui,2344,veuf,,0.21,2020-03-09,429.0,10000.0,40000.0
Love,Julie,37,166.2,71.3,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,1822,divorcé,,0.4,2022-04-14,,664.1,
Arnold,Mary,43,157.2,68.7,F,oui,bac+2,Bretagne,oui,oui,1815,veuf,,0.96,2024-07-10,325.0,5000.0,40000.0
Jones,Dylan,58,169.9,68.5,F,oui,master,Auvergne-Rhône-Alpes,non,oui,1046,,1.0,0.36,2024-11-07,,5000.0,
Thompson,Amanda,41,175.7,77.4,H,non,bac+2,Hauts-de-France,oui,oui,500,veuf,2.0,0.83,2023-01-04,,10000.0,
Scott,Joseph,34,181.6,66.2,F,non,doctorat,Occitanie,non,oui,1614,,,0.84,2024-11-13,,898.08,
Smith,Robert,53,158.3,108.4,H,non,master,Auvergne-Rhône-Alpes,non,oui,3172,célibataire,,0.96,2023-12-26,,10000.0,
Gutierrez,Erin,74,179.3,73.5,H,non,bac,Île-de-France,oui,oui,1053,divorcé,,0.27,2022-02-18,,10000.0,
Hines,Charles,61,184.9,77.0,H,non,master,Bretagne,non,non,2522,marié,0.0,0.29,2020-11-11,503.0,,
Ryan,Jennifer,52,185.2,65.7,H,non,doctorat,Corse,oui,oui,1757,veuf,,0.42,2020-07-08,808.0,5000.0,40000.0
Moore,Shannon,33,165.4,63.4,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,1211,marié,0.0,0.28,2024-02-04,,5000.0,
Sandoval,Whitney,23,160.9,61.1,F,non,bac,Provence-Alpes-Côte d’Azur,non,oui,1481,marié,3.0,0.89,2025-05-24,585.0,5000.0,40000.0
Lewis,Caleb,36,182.8,104.2,H,non,doctorat,Normandie,non,oui,4199,veuf,3.0,0.59,2025-01-05,,,
Jacobs,Keith,25,157.3,35.1,F,oui,bac+2,Hauts-de-France,non,oui,2798,divorcé,2.0,0.35,2020-07-25,,,
Garcia,Nina,23,169.6,77.6,H,non,bac+2,Corse,oui,oui,1937,veuf,4.0,0.78,2020-10-19,,637.83,
Watson,Karen,62,179.6,44.5,F,oui,master,Hauts-de-France,non,non,3253,marié,,0.22,2022-08-31,,967.15,
Spencer,Jeanne,22,171.7,54.0,H,oui,doctorat,Bretagne,oui,non,3542,,,0.25,2020-07-19,408.0,619.42,40000.0
Parker,Heather,26,175.4,87.0,H,oui,aucun,Île-de-France,oui,oui,1679,marié,4.0,0.97,2023-03-18,,5000.0,
Jackson,Christine,64,172.4,55.5,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,4616,marié,0.0,0.1,2024-09-15,785.0,1272.65,40000.0
Blankenship,Karen,20,170.1,96.9,H,non,bac,Auvergne-Rhône-Alpes,non,oui,1461,célibataire,,0.3,2020-04-02,,688.84,
Tucker,Anthony,37,168.8,66.0,H,oui,bac,Île-de-France,oui,oui,2489,veuf,1.0,0.83,2020-09-22,,771.36,
Miller,Steve,63,164.1,115.4,F,non,doctorat,Corse,oui,oui,3884,,,0.77,2022-04-11,,10000.0,
Fields,Jasmine,18,174.6,52.1,F,oui,bac+2,Île-de-France,non,oui,2241,,,0.54,2023-01-27,,1231.22,
Taylor,Kathy,59,168.9,74.5,F,oui,bac+2,Bretagne,oui,non,975,célibataire,3.0,0.17,2022-05-07,666.0,,
Stanley,Larry,23,162.8,77.9,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,3888,veuf,,0.78,2024-07-13,762.0,,
Dunlap,Anne,61,176.9,79.2,H,oui,bac+2,Corse,oui,non,2077,,,0.84,2023-12-03,,10000.0,
Rose,Anthony,28,168.2,71.1,F,oui,bac+2,Corse,oui,oui,1230,veuf,,0.78,2022-11-07,,10000.0,
Castillo,Ashley,50,163.4,74.2,H,oui,doctorat,Bretagne,non,oui,1096,célibataire,5.0,0.89,2023-10-13,528.0,,
Combs,Tara,40,170.7,60.1,F,non,bac,Corse,oui,oui,566,divorcé,,0.96,2021-06-01,583.0,,
Craig,Laura,65,177.0,59.1,H,non,doctorat,Bretagne,oui,oui,3469,célibataire,5.0,0.93,2024-10-07,,998.18,
Davis,Sharon,58,201.2,73.0,H,oui,doctorat,Corse,oui,oui,1911,marié,,0.75,2022-10-26,612.0,,
Howard,Kevin,63,173.5,85.2,H,oui,aucun,Normandie,oui,non,2767,divorcé,,0.98,2023-10-31,762.0,5000.0,40000.0
Rodriguez,Ashley,74,165.8,84.5,H,oui,master,Bretagne,non,oui,3476,marié,,0.77,2024-10-13,,,
Beard,Stephanie,40,163.6,74.9,F,non,aucun,Bretagne,non,oui,5686,,,0.72,2024-12-29,,,
Taylor,Michael,29,170.1,73.8,H,oui,aucun,Corse,oui,non,2132,veuf,1.0,0.35,2024-03-28,,,
Rogers,Sandra,25,160.6,70.2,H,non,doctorat,Corse,non,non,5475,marié,,0.19,2020-09-07,,928.98,
Schultz,James,19,180.3,79.5,F,non,master,Auvergne-Rhône-Alpes,oui,non,2316,veuf,,0.81,2020-11-17,,5000.0,
Wilkerson,Robert,27,162.3,59.6,H,non,master,Occitanie,oui,non,2358,marié,,0.69,2023-01-26,375.0,,
Love,Sean,69,176.7,72.5,H,oui,aucun,Normandie,oui,oui,676,marié,4.0,0.6,2024-11-20,703.0,5000.0,40000.0
Lam,Michael,33,163.4,77.5,F,oui,bac,Auvergne-Rhône-Alpes,non,non,2580,célibataire,,0.34,2025-05-30,539.0,,
Taylor,Lacey,35,183.6,53.8,F,oui,bac+2,Corse,oui,non,3544,marié,5.0,0.78,2020-04-10,,10000.0,
Bradley,Cameron,73,159.5,67.9,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,2641,divorcé,4.0,0.83,2020-01-06,597.0,,
Taylor,Emily,73,172.7,53.0,F,non,aucun,Île-de-France,non,non,1951,divorcé,,0.72,2025-05-16,,5000.0,
Pineda,Warren,26,149.9,71.3,F,non,aucun,Corse,oui,oui,1300,divorcé,3.0,0.69,2022-04-15,711.0,,
Newman,Lauren,50,160.5,71.5,H,non,bac+2,Occitanie,oui,oui,2431,marié,4.0,0.58,2022-10-12,,10000.0,
Mendoza,John,49,155.9,74.1,H,oui,bac,Bretagne,oui,non,1671,veuf,,0.92,2020-06-13,,10000.0,
Brewer,Rebecca,62,172.3,53.0,F,non,bac,Île-de-France,oui,oui,1523,divorcé,,0.65,2024-10-18,,10000.0,
Lopez,Angel,68,178.3,113.2,F,non,bac+2,Occitanie,oui,oui,1531,,5.0,0.62,2021-05-07,,,
Reese,Johnny,27,184.8,65.3,F,oui,aucun,Corse,oui,oui,4318,veuf,,0.35,2023-05-13,,932.37,
Delgado,Joy,50,164.0,88.7,H,oui,doctorat,Occitanie,oui,oui,500,marié,4.0,0.5,2022-02-05,,1217.69,
Mullins,Tina,37,177.9,50.2,H,non,bac+2,Corse,non,non,2415,divorcé,4.0,0.48,2025-04-12,663.0,10000.0,40000.0
Hawkins,Donald,49,177.0,72.6,F,non,doctorat,Normandie,non,oui,2095,veuf,,0.1,2020-02-12,,5000.0,
Fletcher,John,60,169.4,34.3,F,non,master,Occitanie,non,oui,4004,divorcé,4.0,0.33,2020-03-06,,840.33,
Williams,Christopher,65,171.6,67.4,F,non,bac,Normandie,non,non,2757,divorcé,1.0,0.96,2023-05-25,620.0,10000.0,40000.0
Clements,Heather,68,162.7,91.7,F,non,master,Provence-Alpes-Côte d’Azur,oui,non,3710,célibataire,,0.44,2023-04-07,,5000.0,
Orr,Alexis,74,170.4,78.8,H,oui,aucun,Bretagne,non,oui,990,,1.0,0.98,2023-06-01,,,
Burnett,Kenneth,33,178.5,84.4,F,oui,master,Occitanie,oui,non,2476,,,0.06,2024-05-11,367.0,,
Holder,Emily,19,161.4,63.3,H,oui,bac,Auvergne-Rhône-Alpes,oui,non,4595,marié,2.0,0.27,2021-02-05,,5000.0,
Perkins,Charles,18,167.2,83.0,F,non,aucun,Île-de-France,oui,oui,2109,,3.0,1.0,2022-05-13,680.0,10000.0,40000.0
Thompson,Diane,35,179.0,96.8,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,1132,marié,,0.53,2024-10-17,713.0,618.99,40000.0
Mcfarland,Peter,18,165.0,66.2,H,oui,bac+2,Normandie,oui,oui,3228,marié,3.0,0.9,2020-01-11,,1075.14,
Duran,Monica,64,170.7,62.0,H,oui,master,Normandie,non,oui,3386,veuf,,0.8,2022-06-25,642.0,10000.0,40000.0
Santos,Edgar,75,173.9,72.7,H,oui,master,Provence-Alpes-Côte d’Azur,oui,non,3822,,5.0,0.66,2020-01-08,484.0,10000.0,40000.0
Williams,Jessica,21,165.6,50.6,H,non,bac,Hauts-de-France,non,oui,2800,,,0.23,2025-04-01,,10000.0,
Coffey,Randall,24,170.0,49.4,H,non,bac,Corse,non,non,3148,divorcé,1.0,0.0,2020-07-22,482.0,897.02,40000.0
Brown,Tracy,56,173.8,26.5,F,non,doctorat,Bretagne,non,non,4822,célibataire,,0.56,2023-07-16,820.0,746.26,40000.0
Ayala,Christine,18,160.2,90.7,F,oui,aucun,Normandie,non,oui,4469,,2.0,0.99,2024-08-30,667.0,,
Rasmussen,Adam,70,165.6,73.2,F,non,aucun,Hauts-de-France,oui,non,4148,,2.0,0.79,2022-07-10,335.0,,
Simmons,Kimberly,53,169.0,85.1,H,oui,bac,Auvergne-Rhône-Alpes,oui,non,4050,,,0.4,2023-10-02,,,
Richards,Kristina,53,176.2,82.9,H,oui,bac,Normandie,oui,oui,4206,veuf,4.0,0.3,2020-07-15,832.0,10000.0,40000.0
Shaw,Nicholas,19,161.5,78.1,H,oui,master,Corse,non,oui,500,,,0.71,2022-05-15,654.0,,
Castillo,Jason,62,176.4,60.7,F,oui,master,Bretagne,non,non,2061,marié,3.0,0.61,2021-08-24,,,
Page,Leah,70,179.0,37.1,H,oui,aucun,Hauts-de-France,non,oui,5095,divorcé,,0.52,2022-01-11,,5000.0,
King,Andrea,31,177.2,50.8,F,oui,aucun,Normandie,non,oui,2608,marié,1.0,0.6,2024-09-27,785.0,,
Johnson,Jeremy,59,166.7,52.1,F,non,bac+2,Auvergne-Rhône-Alpes,non,non,2264,,,0.92,2022-12-27,,10000.0,
